PbTyp;PbNahmeDatum;Parameter;Einheiten;Wert Text;CAS;Gruppe;DauerPN_h;Q_m3_s;M_in_mg_L;Tage;Datum_Start;mg_pro_24h
WASSER;23.05.2013;Candesartan;µg/L;0.012;139481-59-7;Arzneimittel;24;1546.21;12;1;22.05.2013;12
WASSER;23.05.2013;Carbamazepin;µg/L;0.014;298-46-4;Arzneimittel;24;1546.21;14;1;22.05.2013;14
WASSER;23.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.037;58955-93-4;Metabolite;24;1546.21;37;1;22.05.2013;37
WASSER;23.05.2013;Carbendazim;µg/L;0.009;10605-21-7;Pestizide;24;1546.21;9;1;22.05.2013;9
WASSER;23.05.2013;Cyclohexylsulfaminsäure;µg/L;0.04;100-88-9;Suessstoffe;24;1546.21;40;1;22.05.2013;40
WASSER;23.05.2013;DEET;µg/L;0.01;134-62-3;Pestizide;24;1546.21;10;1;22.05.2013;10
WASSER;23.05.2013;Desaminometamitron;µg/L;0.007;36993-94-9;Metabolite;24;1546.21;7;1;22.05.2013;7
WASSER;23.05.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;1546.21;7;1;22.05.2013;7
WASSER;23.05.2013;Diclofenac;µg/L;0.016;15307-79-6;Arzneimittel;24;1546.21;16;1;22.05.2013;16
WASSER;23.05.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;1546.21;7;1;22.05.2013;7
WASSER;23.05.2013;Hydrochlorothiazid;µg/L;0.018;58-93-5;Arzneimittel;24;1546.21;18;1;22.05.2013;18
WASSER;23.05.2013;Isoproturon;µg/L;0.004;34123-59-6;Pestizide;24;1546.21;4;1;22.05.2013;4
WASSER;23.05.2013;Lamotrigin;µg/L;0.015;84057-84-1;Arzneimittel;24;1546.21;15;1;22.05.2013;15
WASSER;23.05.2013;Levetiracetam;µg/L;0.018;102767-28-2;Arzneimittel;24;1546.21;18;1;22.05.2013;18
WASSER;23.05.2013;MCPA;µg/L;0.007;94-74-6;Pestizide;24;1546.21;7;1;22.05.2013;7
WASSER;23.05.2013;Metformin;µg/L;0.35;657-24-9;Arzneimittel;24;1546.21;350;1;22.05.2013;350
WASSER;23.05.2013;Metolachlor;µg/L;0.006;51218-45-2;Pestizide;24;1546.21;6;1;22.05.2013;6
WASSER;23.05.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1546.21;9;1;22.05.2013;9
WASSER;23.05.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1546.21;9;1;22.05.2013;9
WASSER;23.05.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.14;83-15-8;Metabolite;24;1546.21;140;1;22.05.2013;140
WASSER;23.05.2013;Paracetamol;µg/L;0.022;103-90-2;Arzneimittel;24;1546.21;22;1;22.05.2013;22
WASSER;23.05.2013;Saccharin;µg/L;0.034;81-07-2;Suessstoffe;24;1546.21;34;1;22.05.2013;34
WASSER;23.05.2013;Sitagliptin;µg/L;0.012;486460-32-6;Arzneimittel;24;1546.21;12;1;22.05.2013;12
WASSER;23.05.2013;Sucralose;µg/L;0.087;56038-13-2;Suessstoffe;24;1546.21;87;1;22.05.2013;87
WASSER;23.05.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.077;KEINE NUMMER MOEGLICH;Metabolite;24;1546.21;77;1;22.05.2013;77
WASSER;23.05.2013;Summe Dicamba und 2,4-D;µg/L;0.006;KEINE NUMMER MOEGLICH;Pestizide;24;1546.21;6;1;22.05.2013;6
WASSER;23.05.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.019;KEINE NUMMER MOEGLICH;Arzneimittel;24;1546.21;19;1;22.05.2013;19
WASSER;23.05.2013;Tetraglyme;µg/L;0.53;143-24-8;Einzelstoffe;24;1546.21;530;1;22.05.2013;530
WASSER;23.05.2013;Tizanidin;µg/L;0.004;51322-75-9;Arzneimittel;24;1546.21;4;1;22.05.2013;4
WASSER;23.05.2013;Toluol-4-sulfonsäure;µg/L;0.01;104-15-4;Einzelstoffe;24;1546.21;10;1;22.05.2013;10
WASSER;23.05.2013;Triglyme;µg/L;0.025;112-49-2;Einzelstoffe;24;1546.21;25;1;22.05.2013;25
WASSER;23.05.2013;Triphenylphosphinoxid;µg/L;0.28;791-28-6;Einzelstoffe;24;1546.21;280;1;22.05.2013;280
WASSER;23.05.2013;Valsartan;µg/L;0.038;137862-53-4;Arzneimittel;24;1546.21;38;1;22.05.2013;38
WASSER;23.05.2013;Valsartansäure;µg/L;0.031;164265-78-5;Metabolite;24;1546.21;31;1;22.05.2013;31
WASSER;23.05.2013;Venlafaxin;µg/L;0.007;93413-69-5;Arzneimittel;24;1546.21;7;1;22.05.2013;7
WASSER;23.05.2013;2-Naphthalinsulfonsäure;µg/L;0.006;120-18-3;Einzelstoffe;24;1546.21;6;1;22.05.2013;6
WASSER;23.05.2013;4-Dimethylaminopyridin;µg/L;0.005;1122-58-3;Einzelstoffe;24;1546.21;5;1;22.05.2013;5
WASSER;23.05.2013;Acesulfam;µg/L;0.81;33665-90-6;Suessstoffe;24;1546.21;810;1;22.05.2013;810
WASSER;23.05.2013;Azoxystrobinsäure;µg/L;0.001;131860-33-8;Metabolite;24;1546.21;1;1;22.05.2013;1
WASSER;23.05.2013;Benzotriazol;µg/L;0.18;95-14-7;Einzelstoffe;24;1546.21;180;1;22.05.2013;180
WASSER;23.05.2013;Carbamazepin;µg/L;0.019;298-46-4;Arzneimittel;24;1546.21;19;1;22.05.2013;19
WASSER;23.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.029;58955-93-4;Metabolite;24;1546.21;29;1;22.05.2013;29
WASSER;23.05.2013;Carbendazim;µg/L;0.009;10605-21-7;Pestizide;24;1546.21;9;1;22.05.2013;9
WASSER;23.05.2013;Clarithromycin;µg/L;0.005;81103-11-9;Arzneimittel;24;1546.21;5;1;22.05.2013;5
WASSER;23.05.2013;DEET;µg/L;0.014;134-62-3;Pestizide;24;1546.21;14;1;22.05.2013;14
WASSER;23.05.2013;Desaminometamitron;µg/L;0.007;36993-94-9;Metabolite;24;1546.21;7;1;22.05.2013;7
WASSER;23.05.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1546.21;6;1;22.05.2013;6
WASSER;23.05.2013;Diclofenac;µg/L;0.028;15307-79-6;Arzneimittel;24;1546.21;28;1;22.05.2013;28
WASSER;23.05.2013;Dimethenamid;µg/L;0.001;87674-68-8;Pestizide;24;1546.21;1;1;22.05.2013;1
WASSER;23.05.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;1546.21;6;1;22.05.2013;6
WASSER;23.05.2013;Isoproturon;µg/L;0.005;34123-59-6;Pestizide;24;1546.21;5;1;22.05.2013;5
WASSER;23.05.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;1546.21;6;1;22.05.2013;6
WASSER;23.05.2013;Mecoprop;µg/L;0.01;7085-19-0;Pestizide;24;1546.21;10;1;22.05.2013;10
WASSER;23.05.2013;Metformin;µg/L;0.38;657-24-9;Arzneimittel;24;1546.21;380;1;22.05.2013;380
WASSER;23.05.2013;Metolachlor;µg/L;0.006;51218-45-2;Pestizide;24;1546.21;6;1;22.05.2013;6
WASSER;23.05.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1546.21;9;1;22.05.2013;9
WASSER;23.05.2013;Metoprolol;µg/L;0.011;37350-58-6;Arzneimittel;24;1546.21;11;1;22.05.2013;11
WASSER;23.05.2013;N,N-Didesvenlafaxin;µg/L;0.64;93413-77-5;Metabolite;24;1546.21;640;1;22.05.2013;640
WASSER;23.05.2013;O,N-Didesvenlafaxin;µg/L;0.005;135308-74-6;Metabolite;24;1546.21;5;1;22.05.2013;5
WASSER;23.05.2013;Sulfamethoxazol;µg/L;0.012;723-46-6;Arzneimittel;24;1546.21;12;1;22.05.2013;12
WASSER;23.05.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.092;29385-43-1;Einzelstoffe;24;1546.21;92;1;22.05.2013;92
WASSER;23.05.2013;Summe Terbutryn und Prometryn;µg/L;0.002;KEINE NUMMER MOEGLICH;Pestizide;24;1546.21;2;1;22.05.2013;2
WASSER;23.05.2013;Terbuthylazin;µg/L;0.003;5915-41-3;Pestizide;24;1546.21;3;1;22.05.2013;3
WASSER;23.05.2013;Tizanidin;µg/L;0.007;51322-75-9;Arzneimittel;24;1546.21;7;1;22.05.2013;7
WASSER;23.05.2013;Toluol-4-sulfonsäure;µg/L;0.026;104-15-4;Einzelstoffe;24;1546.21;26;1;22.05.2013;26
WASSER;23.05.2013;Valsartan;µg/L;0.041;137862-53-4;Arzneimittel;24;1546.21;41;1;22.05.2013;41
WASSER;23.05.2013;Venlafaxin;µg/L;0.011;93413-69-5;Arzneimittel;24;1546.21;11;1;22.05.2013;11
WASSER;23.05.2013;Surfynol 104;µg/L;0.03;126-86-3;Einzelstoffe;24;1546.21;30;1;22.05.2013;30
WASSER;24.05.2013;Chloroform;µg/L;0.024;67-66-3;LHKW;24;1704.44;24;1;23.05.2013;24
WASSER;24.05.2013;Dichlormethan;µg/L;0.056;75-09-2;LHKW;24;1704.44;56;1;23.05.2013;56
WASSER;24.05.2013;Tetrachlorethen;µg/L;0.01;127-18-4;LHKW;24;1704.44;10;1;23.05.2013;10
WASSER;24.05.2013;Trichlorethen;µg/L;0.003;79-01-6;LHKW;24;1704.44;3;1;23.05.2013;3
WASSER;24.05.2013;4-Formylaminoantipyrin;µg/L;0.017;1672-58-8;Metabolite;24;1704.44;17;1;23.05.2013;17
WASSER;24.05.2013;4-Trifluormethyl-phenol;µg/L;0.016;402-45-9;Einzelstoffe;24;1704.44;16;1;23.05.2013;16
WASSER;24.05.2013;Acesulfam;µg/L;0.91;33665-90-6;Suessstoffe;24;1704.44;910;1;23.05.2013;910
WASSER;24.05.2013;Atenololsäure;µg/L;0.077;56392-14-4;Metabolite;24;1704.44;77;1;23.05.2013;77
WASSER;24.05.2013;Atrazin;µg/L;0.005;1912-24-9;Pestizide;24;1704.44;5;1;23.05.2013;5
WASSER;24.05.2013;Benzotriazol;µg/L;0.18;95-14-7;Einzelstoffe;24;1704.44;180;1;23.05.2013;180
WASSER;24.05.2013;Candesartan;µg/L;0.015;139481-59-7;Arzneimittel;24;1704.44;15;1;23.05.2013;15
WASSER;24.05.2013;Carbamazepin;µg/L;0.017;298-46-4;Arzneimittel;24;1704.44;17;1;23.05.2013;17
WASSER;24.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.033;58955-93-4;Metabolite;24;1704.44;33;1;23.05.2013;33
WASSER;24.05.2013;Carbendazim;µg/L;0.01;10605-21-7;Pestizide;24;1704.44;10;1;23.05.2013;10
WASSER;24.05.2013;Clarithromycin;µg/L;0.005;81103-11-9;Arzneimittel;24;1704.44;5;1;23.05.2013;5
WASSER;24.05.2013;Cyclohexylsulfaminsäure;µg/L;0.051;100-88-9;Suessstoffe;24;1704.44;51;1;23.05.2013;51
WASSER;24.05.2013;DEET;µg/L;0.03;134-62-3;Pestizide;24;1704.44;30;1;23.05.2013;30
WASSER;24.05.2013;Desaminometamitron;µg/L;0.009;36993-94-9;Metabolite;24;1704.44;9;1;23.05.2013;9
WASSER;24.05.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;1704.44;7;1;23.05.2013;7
WASSER;24.05.2013;Diclofenac;µg/L;0.017;15307-79-6;Arzneimittel;24;1704.44;17;1;23.05.2013;17
WASSER;24.05.2013;Diuron;µg/L;0.009;330-54-1;Pestizide;24;1704.44;9;1;23.05.2013;9
WASSER;24.05.2013;Hydrochlorothiazid;µg/L;0.016;58-93-5;Arzneimittel;24;1704.44;16;1;23.05.2013;16
WASSER;24.05.2013;Isoproturon;µg/L;0.005;34123-59-6;Pestizide;24;1704.44;5;1;23.05.2013;5
WASSER;24.05.2013;Lamotrigin;µg/L;0.016;84057-84-1;Arzneimittel;24;1704.44;16;1;23.05.2013;16
WASSER;24.05.2013;Levetiracetam;µg/L;0.013;102767-28-2;Arzneimittel;24;1704.44;13;1;23.05.2013;13
WASSER;24.05.2013;MCPA;µg/L;0.012;94-74-6;Pestizide;24;1704.44;12;1;23.05.2013;12
WASSER;24.05.2013;Metformin;µg/L;0.44;657-24-9;Arzneimittel;24;1704.44;440;1;23.05.2013;440
WASSER;24.05.2013;Metolachlor;µg/L;0.006;51218-45-2;Pestizide;24;1704.44;6;1;23.05.2013;6
WASSER;24.05.2013;Metolachlor-ESA;µg/L;0.011;171118-09-5;Metabolite;24;1704.44;11;1;23.05.2013;11
WASSER;24.05.2013;Metoprolol;µg/L;0.013;37350-58-6;Arzneimittel;24;1704.44;13;1;23.05.2013;13
WASSER;24.05.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.083;83-15-8;Metabolite;24;1704.44;83;1;23.05.2013;83
WASSER;24.05.2013;Paracetamol;µg/L;0.048;103-90-2;Arzneimittel;24;1704.44;48;1;23.05.2013;48
WASSER;24.05.2013;Saccharin;µg/L;0.063;81-07-2;Suessstoffe;24;1704.44;63;1;23.05.2013;63
WASSER;24.05.2013;Sitagliptin;µg/L;0.013;486460-32-6;Arzneimittel;24;1704.44;13;1;23.05.2013;13
WASSER;24.05.2013;Sucralose;µg/L;0.089;56038-13-2;Suessstoffe;24;1704.44;89;1;23.05.2013;89
WASSER;24.05.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.1;KEINE NUMMER MOEGLICH;Metabolite;24;1704.44;100;1;23.05.2013;100
WASSER;24.05.2013;Summe Dicamba und 2,4-D;µg/L;0.009;KEINE NUMMER MOEGLICH;Pestizide;24;1704.44;9;1;23.05.2013;9
WASSER;24.05.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.023;KEINE NUMMER MOEGLICH;Arzneimittel;24;1704.44;23;1;23.05.2013;23
WASSER;24.05.2013;Telmisartan;µg/L;0.01;144701-48-4;Arzneimittel;24;1704.44;10;1;23.05.2013;10
WASSER;24.05.2013;Tetraglyme;µg/L;0.25;143-24-8;Einzelstoffe;24;1704.44;250;1;23.05.2013;250
WASSER;24.05.2013;Tizanidin;µg/L;0.003;51322-75-9;Arzneimittel;24;1704.44;3;1;23.05.2013;3
WASSER;24.05.2013;Toluol-4-sulfonsäure;µg/L;0.017;104-15-4;Einzelstoffe;24;1704.44;17;1;23.05.2013;17
WASSER;24.05.2013;Triphenylphosphinoxid;µg/L;0.077;791-28-6;Einzelstoffe;24;1704.44;77;1;23.05.2013;77
WASSER;24.05.2013;Valsartan;µg/L;0.044;137862-53-4;Arzneimittel;24;1704.44;44;1;23.05.2013;44
WASSER;24.05.2013;Valsartansäure;µg/L;0.035;164265-78-5;Metabolite;24;1704.44;35;1;23.05.2013;35
WASSER;24.05.2013;Venlafaxin;µg/L;0.008;93413-69-5;Arzneimittel;24;1704.44;8;1;23.05.2013;8
WASSER;24.05.2013;2-Naphthalinsulfonsäure;µg/L;0.009;120-18-3;Einzelstoffe;24;1704.44;9;1;23.05.2013;9
WASSER;24.05.2013;Acesulfam;µg/L;0.87;33665-90-6;Suessstoffe;24;1704.44;870;1;23.05.2013;870
WASSER;24.05.2013;Atenolol;µg/L;0.011;29122-68-7;Arzneimittel;24;1704.44;11;1;23.05.2013;11
WASSER;24.05.2013;Azoxystrobinsäure;µg/L;0.001;131860-33-8;Metabolite;24;1704.44;1;1;23.05.2013;1
WASSER;24.05.2013;Benzotriazol;µg/L;0.22;95-14-7;Einzelstoffe;24;1704.44;220;1;23.05.2013;220
WASSER;24.05.2013;Carbamazepin;µg/L;0.023;298-46-4;Arzneimittel;24;1704.44;23;1;23.05.2013;23
WASSER;24.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.033;58955-93-4;Metabolite;24;1704.44;33;1;23.05.2013;33
WASSER;24.05.2013;Carbendazim;µg/L;0.01;10605-21-7;Pestizide;24;1704.44;10;1;23.05.2013;10
WASSER;24.05.2013;Clarithromycin;µg/L;0.005;81103-11-9;Arzneimittel;24;1704.44;5;1;23.05.2013;5
WASSER;24.05.2013;DEET;µg/L;0.025;134-62-3;Pestizide;24;1704.44;25;1;23.05.2013;25
WASSER;24.05.2013;Desaminometamitron;µg/L;0.009;36993-94-9;Metabolite;24;1704.44;9;1;23.05.2013;9
WASSER;24.05.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1704.44;6;1;23.05.2013;6
WASSER;24.05.2013;Diclofenac;µg/L;0.029;15307-79-6;Arzneimittel;24;1704.44;29;1;23.05.2013;29
WASSER;24.05.2013;Dimethenamid;µg/L;0.001;87674-68-8;Pestizide;24;1704.44;1;1;23.05.2013;1
WASSER;24.05.2013;Diuron;µg/L;0.009;330-54-1;Pestizide;24;1704.44;9;1;23.05.2013;9
WASSER;24.05.2013;Iopromid;µg/L;0.15;73334-07-3;Arzneimittel;24;1704.44;150;1;23.05.2013;150
WASSER;24.05.2013;Isoproturon;µg/L;0.006;34123-59-6;Pestizide;24;1704.44;6;1;23.05.2013;6
WASSER;24.05.2013;MCPA;µg/L;0.014;94-74-6;Pestizide;24;1704.44;14;1;23.05.2013;14
WASSER;24.05.2013;Mecoprop;µg/L;0.012;7085-19-0;Pestizide;24;1704.44;12;1;23.05.2013;12
WASSER;24.05.2013;Metalaxyl;µg/L;0.002;57837-19-1;Pestizide;24;1704.44;2;1;23.05.2013;2
WASSER;24.05.2013;Metformin;µg/L;0.35;657-24-9;Arzneimittel;24;1704.44;350;1;23.05.2013;350
WASSER;24.05.2013;Metolachlor;µg/L;0.008;51218-45-2;Pestizide;24;1704.44;8;1;23.05.2013;8
WASSER;24.05.2013;Metolachlor-ESA;µg/L;0.011;171118-09-5;Metabolite;24;1704.44;11;1;23.05.2013;11
WASSER;24.05.2013;Metoprolol;µg/L;0.012;37350-58-6;Arzneimittel;24;1704.44;12;1;23.05.2013;12
WASSER;24.05.2013;N,N-Didesvenlafaxin;µg/L;0.82;93413-77-5;Metabolite;24;1704.44;820;1;23.05.2013;820
WASSER;24.05.2013;O,N-Didesvenlafaxin;µg/L;0.005;135308-74-6;Metabolite;24;1704.44;5;1;23.05.2013;5
WASSER;24.05.2013;Sulfamethoxazol;µg/L;0.015;723-46-6;Arzneimittel;24;1704.44;15;1;23.05.2013;15
WASSER;24.05.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.11;29385-43-1;Einzelstoffe;24;1704.44;110;1;23.05.2013;110
WASSER;24.05.2013;Summe Terbutryn und Prometryn;µg/L;0.002;KEINE NUMMER MOEGLICH;Pestizide;24;1704.44;2;1;23.05.2013;2
WASSER;24.05.2013;Terbuthylazin;µg/L;0.004;5915-41-3;Pestizide;24;1704.44;4;1;23.05.2013;4
WASSER;24.05.2013;Tizanidin;µg/L;0.005;51322-75-9;Arzneimittel;24;1704.44;5;1;23.05.2013;5
WASSER;24.05.2013;Toluol-4-sulfonsäure;µg/L;0.049;104-15-4;Einzelstoffe;24;1704.44;49;1;23.05.2013;49
WASSER;24.05.2013;Valsartan;µg/L;0.048;137862-53-4;Arzneimittel;24;1704.44;48;1;23.05.2013;48
WASSER;24.05.2013;Venlafaxin;µg/L;0.011;93413-69-5;Arzneimittel;24;1704.44;11;1;23.05.2013;11
WASSER;24.05.2013;Surfynol 104;µg/L;0.038;126-86-3;Einzelstoffe;24;1704.44;38;1;23.05.2013;38
WASSER;25.05.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;1578.22;1;1;24.05.2013;1
WASSER;25.05.2013;Chloroform;µg/L;0.026;67-66-3;LHKW;24;1578.22;26;1;24.05.2013;26
WASSER;25.05.2013;Tetrachlorethen;µg/L;0.012;127-18-4;LHKW;24;1578.22;12;1;24.05.2013;12
WASSER;25.05.2013;Trichlorethen;µg/L;0.004;79-01-6;LHKW;24;1578.22;4;1;24.05.2013;4
WASSER;25.05.2013;4-Chlor-2-methylphenol;µg/L;0.027;1570-64-5;Einzelstoffe;24;1578.22;27;1;24.05.2013;27
WASSER;25.05.2013;4-Formylaminoantipyrin;µg/L;0.017;1672-58-8;Metabolite;24;1578.22;17;1;24.05.2013;17
WASSER;25.05.2013;Acesulfam;µg/L;0.68;33665-90-6;Suessstoffe;24;1578.22;680;1;24.05.2013;680
WASSER;25.05.2013;Atenololsäure;µg/L;0.032;56392-14-4;Metabolite;24;1578.22;32;1;24.05.2013;32
WASSER;25.05.2013;Atrazin;µg/L;0.005;1912-24-9;Pestizide;24;1578.22;5;1;24.05.2013;5
WASSER;25.05.2013;Benzotriazol;µg/L;0.15;95-14-7;Einzelstoffe;24;1578.22;150;1;24.05.2013;150
WASSER;25.05.2013;Candesartan;µg/L;0.017;139481-59-7;Arzneimittel;24;1578.22;17;1;24.05.2013;17
WASSER;25.05.2013;Carbamazepin;µg/L;0.015;298-46-4;Arzneimittel;24;1578.22;15;1;24.05.2013;15
WASSER;25.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.024;58955-93-4;Metabolite;24;1578.22;24;1;24.05.2013;24
WASSER;25.05.2013;Carbendazim;µg/L;0.008;10605-21-7;Pestizide;24;1578.22;8;1;24.05.2013;8
WASSER;25.05.2013;Cyclohexylsulfaminsäure;µg/L;0.036;100-88-9;Suessstoffe;24;1578.22;36;1;24.05.2013;36
WASSER;25.05.2013;DEET;µg/L;0.014;134-62-3;Pestizide;24;1578.22;14;1;24.05.2013;14
WASSER;25.05.2013;Desaminometamitron;µg/L;0.008;36993-94-9;Metabolite;24;1578.22;8;1;24.05.2013;8
WASSER;25.05.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1578.22;6;1;24.05.2013;6
WASSER;25.05.2013;Diclofenac;µg/L;0.008;15307-79-6;Arzneimittel;24;1578.22;8;1;24.05.2013;8
WASSER;25.05.2013;Diuron;µg/L;0.008;330-54-1;Pestizide;24;1578.22;8;1;24.05.2013;8
WASSER;25.05.2013;Hydrochlorothiazid;µg/L;0.013;58-93-5;Arzneimittel;24;1578.22;13;1;24.05.2013;13
WASSER;25.05.2013;Isoproturon;µg/L;0.004;34123-59-6;Pestizide;24;1578.22;4;1;24.05.2013;4
WASSER;25.05.2013;Lamotrigin;µg/L;0.011;84057-84-1;Arzneimittel;24;1578.22;11;1;24.05.2013;11
WASSER;25.05.2013;MCPA;µg/L;0.032;94-74-6;Pestizide;24;1578.22;32;1;24.05.2013;32
WASSER;25.05.2013;Metformin;µg/L;0.2;657-24-9;Arzneimittel;24;1578.22;200;1;24.05.2013;200
WASSER;25.05.2013;Metolachlor-ESA;µg/L;0.01;171118-09-5;Metabolite;24;1578.22;10;1;24.05.2013;10
WASSER;25.05.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1578.22;9;1;24.05.2013;9
WASSER;25.05.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.1;83-15-8;Metabolite;24;1578.22;100;1;24.05.2013;100
WASSER;25.05.2013;Paracetamol;µg/L;0.016;103-90-2;Arzneimittel;24;1578.22;16;1;24.05.2013;16
WASSER;25.05.2013;Saccharin;µg/L;0.041;81-07-2;Suessstoffe;24;1578.22;41;1;24.05.2013;41
WASSER;25.05.2013;Sitagliptin;µg/L;0.011;486460-32-6;Arzneimittel;24;1578.22;11;1;24.05.2013;11
WASSER;25.05.2013;Sucralose;µg/L;0.072;56038-13-2;Suessstoffe;24;1578.22;72;1;24.05.2013;72
WASSER;25.05.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.088;KEINE NUMMER MOEGLICH;Metabolite;24;1578.22;88;1;24.05.2013;88
WASSER;25.05.2013;Summe Dicamba und 2,4-D;µg/L;0.009;KEINE NUMMER MOEGLICH;Pestizide;24;1578.22;9;1;24.05.2013;9
WASSER;25.05.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.018;KEINE NUMMER MOEGLICH;Arzneimittel;24;1578.22;18;1;24.05.2013;18
WASSER;25.05.2013;Tetraglyme;µg/L;0.17;143-24-8;Einzelstoffe;24;1578.22;170;1;24.05.2013;170
WASSER;25.05.2013;Tizanidin;µg/L;0.002;51322-75-9;Arzneimittel;24;1578.22;2;1;24.05.2013;2
WASSER;25.05.2013;Toluol-4-sulfonsäure;µg/L;0.011;104-15-4;Einzelstoffe;24;1578.22;11;1;24.05.2013;11
WASSER;25.05.2013;Triphenylphosphinoxid;µg/L;0.098;791-28-6;Einzelstoffe;24;1578.22;98;1;24.05.2013;98
WASSER;25.05.2013;Valsartan;µg/L;0.03;137862-53-4;Arzneimittel;24;1578.22;30;1;24.05.2013;30
WASSER;25.05.2013;Valsartansäure;µg/L;0.032;164265-78-5;Metabolite;24;1578.22;32;1;24.05.2013;32
WASSER;25.05.2013;Venlafaxin;µg/L;0.006;93413-69-5;Arzneimittel;24;1578.22;6;1;24.05.2013;6
WASSER;25.05.2013;2-Naphthalinsulfonsäure;µg/L;0.01;120-18-3;Einzelstoffe;24;1578.22;10;1;24.05.2013;10
WASSER;25.05.2013;Acesulfam;µg/L;0.59;33665-90-6;Suessstoffe;24;1578.22;590;1;24.05.2013;590
WASSER;25.05.2013;Atrazin;µg/L;0.005;1912-24-9;Pestizide;24;1578.22;5;1;24.05.2013;5
WASSER;25.05.2013;Azoxystrobinsäure;µg/L;0.001;131860-33-8;Metabolite;24;1578.22;1;1;24.05.2013;1
WASSER;25.05.2013;Benzotriazol;µg/L;0.18;95-14-7;Einzelstoffe;24;1578.22;180;1;24.05.2013;180
WASSER;25.05.2013;Carbamazepin;µg/L;0.02;298-46-4;Arzneimittel;24;1578.22;20;1;24.05.2013;20
WASSER;25.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.023;58955-93-4;Metabolite;24;1578.22;23;1;24.05.2013;23
WASSER;25.05.2013;Carbendazim;µg/L;0.008;10605-21-7;Pestizide;24;1578.22;8;1;24.05.2013;8
WASSER;25.05.2013;Clarithromycin;µg/L;0.004;81103-11-9;Arzneimittel;24;1578.22;4;1;24.05.2013;4
WASSER;25.05.2013;DEET;µg/L;0.014;134-62-3;Pestizide;24;1578.22;14;1;24.05.2013;14
WASSER;25.05.2013;Desaminometamitron;µg/L;0.006;36993-94-9;Metabolite;24;1578.22;6;1;24.05.2013;6
WASSER;25.05.2013;Diclofenac;µg/L;0.02;15307-79-6;Arzneimittel;24;1578.22;20;1;24.05.2013;20
WASSER;25.05.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;1578.22;6;1;24.05.2013;6
WASSER;25.05.2013;Isoproturon;µg/L;0.005;34123-59-6;Pestizide;24;1578.22;5;1;24.05.2013;5
WASSER;25.05.2013;MCPA;µg/L;0.032;94-74-6;Pestizide;24;1578.22;32;1;24.05.2013;32
WASSER;25.05.2013;Mecoprop;µg/L;0.01;7085-19-0;Pestizide;24;1578.22;10;1;24.05.2013;10
WASSER;25.05.2013;Metformin;µg/L;0.24;657-24-9;Arzneimittel;24;1578.22;240;1;24.05.2013;240
WASSER;25.05.2013;Metolachlor;µg/L;0.004;51218-45-2;Pestizide;24;1578.22;4;1;24.05.2013;4
WASSER;25.05.2013;Metolachlor-ESA;µg/L;0.01;171118-09-5;Metabolite;24;1578.22;10;1;24.05.2013;10
WASSER;25.05.2013;Metolachlor-morpholinon;µg/L;0.002;120375-14-6;Metabolite;24;1578.22;2;1;24.05.2013;2
